(0.15968776683757624,0.06688405979792579) (-0.09898689890525045,-0.055815828127742634) (-0.0016986783862360437,0.03311640629900693) (1.5870155411376354,-2.572052536222389) 
(0.15968776683757385,0.06688405979792053) (-0.06136135526786879,-0.04005664280998609) (-0.014292400819391544,0.025586600039520215) (1.5863488907141228,-2.5697634763171764) 
(0.20207668912851348,0.09834573797947505) (-0.04850322624256423,0.3648467657995757) (-0.033673436027301856,-0.05155307981150349) (9.77347602415432,-2.132740300196322) 
(0.20207668912851348,0.09834573797947617) (-0.000890028090472221,0.3880189343956898) (-0.03755277315104088,0.007576854010326041) (9.770630027103303,-2.134491065476146) 
(-0.02874339614846918,-0.013903737219945705) (0.046723170061618746,0.4111911029918033) (-0.03395304659835354,0.07034666356362039) (9.767773049770838,-2.1314548390276977) 
(-0.13927553275144816,-0.0429424949572188) (0.03995066689817497,0.40791511208872994) (-0.027145699362070362,0.13467911525878912) (9.76538067032841,-2.1234001275277357) 
(-9.162594690710224e-05,-0.18152970018710804) (0.0071346426094185894,0.39779702508740045) (-0.023447627801043938,0.19795959853530554) (9.763427612639388,-2.110327033542047) 
(0.057022619459724484,-0.18769995811731935) (0.007113053754292115,0.35502509714868735) (-0.02232861634537362,0.2570861097522248) (9.761630005930549,-2.0924134572386444) 
(0.06950119938949267,-0.045680347391507524) (0.020548691933025956,0.31079933643614377) (-0.02015606791945494,0.3093798384804926) (9.759947823319,-2.070122923682418) 
(-0.005828796687796804,0.021364882058909566) (0.03692452623935431,0.30003615815274864) (-0.01564213191974212,0.3573547460393015) (9.75852519556884,-2.0439292523255066) 
(-0.09352144244438444,-0.1377425536100893) (0.03555114837533036,0.30507013989182064) (-0.009949905746405668,0.4048796835537456) (9.757521610547332,-2.0140015516265066) 
(-0.08473437232188202,-0.4429030861426352) (0.013515677635100438,0.2726153153037069) (-0.006096206243172219,0.4502509931069444) (9.75691413551333,-1.9803872822016764) 
(-0.012058261905901238,-0.6441065207916352) (-0.0064493884843720446,0.1682587341778583) (-0.005541221191070482,0.4848771599821863) (9.756477660567533,-1.9435575981931827) 
(0.005944498989853179,-0.6341749852595767) (-0.009290549510770026,0.0164947106392341) (-0.00677743303040792,0.4993876616062561) (9.75599682909908,-1.9047495829017933) 
(-0.054441764248391984,-0.49994760391969617) (-0.007889909934085358,-0.13292924996941152) (-0.008126783159839302,0.4902429142716614) (9.755410101923099,-1.8657332607129642) 
(-0.09710738209667835,-0.32631505221826934) (-0.02071744842992653,-0.25072662894345277) (-0.010373599831714054,0.4601106520041814) (9.754696781366329,-1.8282918578603637) 
(-0.05019756422204785,-0.18533419618846847) (-0.0435978362952462,-0.327612801753802) (-0.015424910481867513,0.4146879793351862) (9.75370719919131,-1.7938595505124584) 
(0.06244882110717176,-0.1297811092543726) (-0.05542535871935295,-0.3712811429441502) (-0.023202174031688852,0.3597969772776492) (9.752202476813693,-1.763400702673533) 
(0.15943043099016227,-0.14332196324979912) (-0.040711201898180685,-0.40186009639977294) (-0.030752721846124667,0.29907460633489497) (9.750068545621119,-1.7374954383629126) 
(0.1782513911897862,-0.16291774507628878) (-0.0031462915913792085,-0.43562953841304214) (-0.034197281329916285,0.23329832423025604) (9.747479345085337,-1.716554484451502) 
(0.10900501369372353,-0.13500672695662638) (0.03885320298766997,-0.4740161277433727) (-0.03139286706679207,0.16185492067608653) (9.74486044698131,-1.7009973881806906) 
(0.008129673800432126,-0.05404209118897158) (0.06453690425451956,-0.5058263383627837) (-0.02327262703264401,0.08489827334622639) (9.742687333050979,-1.6912747093488607) 
(-0.05217298273626761,0.03246813442531079) (0.06645241351608332,-0.5185597061125765) (-0.012984750072472373,0.004443181552133923) (9.741261539877556,-1.687753187650241) 
(-0.026629209294652508,0.08580615832990196) (0.054159444070073844,-0.5109095821686024) (-0.003511916929260127,-0.07641114727687767) (9.740626355481929,-1.690587228023856) 
(0.04786155883471715,0.13217021564035622) (0.04788508444824988,-0.4906919824204514) (0.004502641599044897,-0.15507675020530343) (9.740671711716164,-1.699698521887028) 
(0.09782280160617321,0.20758239643741633) (0.05916219857008767,-0.45955010903451615) (0.01291011554697381,-0.22970858954647166) (9.741343915272026,-1.714841023299467) 
(0.06333341452127192,0.30929522683422134) (0.0822111531860521,-0.41063965915983813) (0.024013552629235168,-0.2980531341211815) (9.742770208073942,-1.7356164617642342) 
(-0.02744861339810847,0.398034925652315) (0.09713373742006091,-0.3377636882288805) (0.038099267398910876,-0.3568325955731415) (9.745194031145637,-1.7614086868356145) 
(-0.09720406951573905,0.4387094175591102) (0.09066631025485689,-0.24397891835626578) (0.05284904865189422,-0.4025225530513436) (9.7487722122222,-1.7913249123922397) 
(-0.11724590618598803,0.4282359415005342) (0.06776314095313188,-0.14061044711144183) (0.06529206865257617,-0.43272813118139614) (9.753435149426972,-1.8242314015107504) 
(-0.1434637403530967,0.39351959940475456) (0.04013772513782866,-0.03970973052485402) (0.0737665828582596,-0.4468904448153008) (9.75892437114427,-1.8588776766059563) 
(-0.22370317641174345,0.34777886062513536) (0.006334877681593021,0.05301114066516243) (0.07741653254852691,-0.4458457545058212) (9.764896070362715,-1.894030669998048) 
(-0.29521324888474937,0.2634002741190091) (-0.046373941488394924,0.1349546041861991) (0.07427187183072542,-0.4310829594270324) (9.770907049155795,-1.9285518248124036) 
(-0.22758811101867085,0.12974721587615737) (-0.11593192453379646,0.19701683164563538) (0.0615243989224792,-0.4050099838267587) (9.776311267673043,-1.9614489230855912) 
(-0.002319123204024993,0.012877964755898233) (-0.16955610985534417,0.2275877991621552) (0.03910222113436135,-0.37166161410610965) (9.780317995957896,-1.9919801749307657) 
(0.24385017232162426,-0.047456650145604594) (-0.17010254038688433,0.23062209812243273) (0.012425493126131098,-0.335673892928325) (9.782342046341482,-2.0197602948508786) 
(0.4121871012670512,-0.060508027689628235) (-0.11264669714121747,0.2194403883628292) (-0.009781580059529029,-0.3003260678983636) (9.782386803143632,-2.044724459174017) 
(0.2780452688419047,0.07713052534403866) (-0.015527399447840047,0.20518352021735736) (-0.01984835006514626,-0.2669761841050113) (9.781123391732729,-2.0669877092596893) 
(-0.17807065187304705,0.22792468120893622) (0.049985473599094096,0.2233569721014863) (-0.017142019249885433,-0.2333186925441457) (9.779603430603625,-2.086652926954882) 
(-0.2264376869867925,0.09300718247816055) (0.008028564718270643,0.2770604599058227) (-0.012585607335312674,-0.19401599934108507) (9.77847916465549,-2.1034895327483896) 
(-0.2264376869867888,0.09300718247815948) (-0.045324558326747276,0.2989747609961556) (-0.015514827823530726,-0.14877429888621918) (9.777430514628312,-2.116973406019058) 
(-0.5138392142155992,0.05370480039024643) (0.24854834126627084,-1.0349921865633178) (0.10063945909354662,0.04320581742550311) (43.5963174714083,10.371692972097255) 
(-0.5138392142156262,0.05370480039025994) (0.1274778287283162,-1.0223382910856806) (0.13017248542385906,-0.11837654043920867) (43.60550590590561,10.368728015442601) 
(-0.24966865111042016,0.09872428864035106) (0.006407316190354307,-1.0096843956080417) (0.14068780011639154,-0.27797122905032834) (43.61626703507724,10.35315046566657) 
(-0.06821714773039946,0.13716141903609178) (-0.05241947382165843,-0.9864230331137779) (0.13707401370663352,-0.434745139896541) (43.627235194868504,10.325138244677106) 
(-0.06575333891789786,0.3707888122276329) (-0.0684927605835585,-0.9541051351337951) (0.1275775890232196,-0.5871538658328069) (43.637644563690316,10.284975139056133) 
(-0.023452017064060412,0.44921067073245213) (-0.08398552607056747,-0.8667400794942276) (0.11560197239360549,-0.7301627145727947) (43.64721013059703,10.233154419315284) 
(-0.036462072506254696,0.43385421715409156) (-0.08951127740959083,-0.7608973087626946) (0.10197556531274105,-0.8579970561141947) (43.655760061457975,10.170678715724254) 
(0.034414007884928134,0.44327181191317483) (-0.09810245084361263,-0.6586728171621758) (0.08724041755291957,-0.9694898330857226) (43.66319938817554,10.09880837806079) 
(0.17710264491548794,0.5933574939722486) (-0.08999384126722264,-0.5542293570734429) (0.0724673693163476,-1.0647509470882648) (43.66946276196983,10.018816552799473) 
(0.25147462643952245,0.8822260728988929) (-0.04826501365238624,-0.4144227912722567) (0.0616085442436181,-1.1408287089164362) (43.6746850100518,9.932059909382545) 
(0.1767504080770519,1.0727425918283375) (0.01098729927161238,-0.206553170065419) (0.05868075940258662,-1.1896000468712933) (43.679347843617265,9.840330478757965) 
(0.02523193060313417,0.9964902004339851) (0.052633133036653394,0.04620584836063989) (0.06367749647153291,-1.2021936960685566) (43.68411002568258,9.746145100661371) 
(-0.09325420614952676,0.7763901698707488) (0.058578266623053925,0.2809983203399681) (0.0724120193756924,-1.1764951407532125) (43.6894481363773,9.652492822139806) 
(-0.16829041496383873,0.6375424588589023) (0.0366057619513756,0.46393094438887134) (0.07988775549840516,-1.1179885331153088) (43.69545152412682,9.562200588903945) 
(-0.2055036583301104,0.6672757868173981) (-0.0030467328976225908,0.6141483472715852) (0.08252347547682708,-1.0333163835486154) (43.70187016434023,9.47756460630401) 
(-0.19899520156570372,0.752254208926403) (-0.051467391644799326,0.7713715005053922) (0.07824194614734323,-0.9244979091691417) (43.708233188178745,9.400519780239788) 
(-0.14371462542884558,0.7100037765313648) (-0.09835453139518122,0.9486172227350258) (0.06647495982811573,-0.7894103107394066) (43.71396441169545,9.333032538378204) 
(-0.055505579961285245,0.49507744091692396) (-0.13221649225473137,1.115907921362927) (0.04836595397738457,-0.6272628850931681) (43.718509016767854,9.277227923215364) 
(0.04871095730505731,0.2144611809253643) (-0.14529468642270255,1.2325577952136222) (0.026570276971832875,-0.44281481903305897) (43.721465201155276,9.23508614419508) 
(0.1344528556591092,-0.014737668220831838) (-0.13381743750128555,1.283089020499276) (0.004648862020646759,-0.24523638015130442) (43.72267937430306,9.208014486453244) 
(0.17010110254889152,-0.14192104515798026) (-0.1021377297318237,1.279616539233256) (-0.013883013478255407,-0.043961956157068445) (43.72228418062921,9.196661264345241) 
(0.12692172373137678,-0.1933816806579526) (-0.06205860167168943,1.2461771807688993) (-0.02677896319034721,0.15441341872398165) (43.72064618383748,9.201033061599917) 
(0.008785761128672931,-0.24191026276224198) (-0.03215337505753041,1.2006126957218635) (-0.0341783545396645,0.3465838462455133) (43.71822165048917,9.220754022297184) 
(-0.11745866051781383,-0.3509119740444683) (-0.030083278861177804,1.1436139328977286) (-0.03906640990804011,0.530698975116035) (43.71534320708304,9.25526343763527) 
(-0.16297965089843905,-0.5279313374619469) (-0.05775882373492293,1.060932246919122) (-0.04596551251283485,0.7038436271913364) (43.712032464077176,9.303828815960907) 
(-0.11929020398441358,-0.7173401802627276) (-0.09615999928096039,0.936541356066351) (-0.05805426860373197,0.8607248371133034) (43.70798709645104,9.36539716013836) 
(-0.061954074998277625,-0.8485588304585465) (-0.12426709141715964,0.7675220580334888) (-0.07536657182346662,0.9945616646879832) (43.70277656874538,9.438427856693705) 
(-0.049549717990490766,-0.9076336447423607) (-0.1388646764327482,0.5675850939404359) (-0.0960328925435509,1.0994207351978953) (43.69606073505987,9.520863905198715) 
(-0.050653930359669155,-0.9456395286050159) (-0.15053955368472646,0.35372895465491644) (-0.11876264762492256,1.1717805713658014) (43.68763773667423,9.610273633973337) 
(0.029342193198927866,-1.0000882081081488) (-0.1624746048467316,0.1309178899541998) (-0.1433467221477231,1.2098446455310379) (43.67735699602545,9.704028905980177) 
(0.24466056531543498,-1.0136734424963707) (-0.1555610134521838,-0.10472234261086533) (-0.168325181198417,1.211902039008302) (43.665110561250664,9.799372933796521) 
(0.4971631245136662,-0.877656775020739) (-0.09791422585582693,-0.3435635206172739) (-0.188233079940341,1.1766937496426586) (43.65104928535056,9.893418419815706) 
(0.5625124551862118,-0.603057530533507) (0.019227075614765214,-0.5503565263756474) (-0.19441315426857195,1.1064854333294176) (43.63590237179824,9.983291257203858) 
(0.385430245737849,-0.356537979869832) (0.1517659503721978,-0.6924486094468668) (-0.1809833934121787,1.0088757462158267) (43.62102432277461,10.066507379038258) 
(0.18078808290857054,-0.16102675172839734) (0.2425808125082966,-0.7764558918182297) (-0.15001147108137144,0.893508256465841) (43.60793281955343,10.1413001906528) 
(-0.04977609390148832,-0.09415266122145473) (0.28517800099245777,-0.8143969263378354) (-0.10856139079734083,0.7685629683042992) (43.59773489353318,10.206608581583943) 
(-0.14240738170951958,-0.30210646154782866) (0.2734497851730596,-0.8365811244985251) (-0.06468686706962284,0.6388954554106612) (43.59094350794474,10.261902151850705) 
(0.10917688252992439,-0.25863765798378474) (0.23989583635839065,-0.907763282513575) (-0.024368796235730576,0.5018949660506697) (43.58748079649566,10.306774068165481) 
(0.10917688252992118,-0.25863765798381777) (0.2656200332657289,-0.9687033449833398) (0.015334327321374177,0.3545176217594017) (43.587099567101134,10.3404679633348) 
(0.46689054897785776,-0.5639754678994758) (-0.3177687620518057,1.8791514113937904) (-0.06179931760276726,0.00029613381424255713) (-142.34671284109805,-187.89822443317536) 
(0.46689054897785776,-0.5639754678995028) (-0.20776026814935517,1.7462678223869512) (-0.10307427111597063,0.2850358945899604) (-142.35330050973621,-187.88688285515795) 
(0.3003506260961291,-0.5870933420438933) (-0.0977517742469047,1.6133842333801056) (-0.1270691308153532,0.5489023500153513) (-142.3624513179455,-187.8539975614089) 
(0.1367301807559382,-0.502312534318311) (-0.026983325213551596,1.4750536236048577) (-0.13686580261809736,0.7914676920796658) (-142.37288877443967,-187.80121913748437) 
(0.013605581100360607,-0.612110739073591) (0.005232964640462536,1.356699021033323) (-0.13857407194283095,1.0138730247091352) (-142.38373839406543,-187.73020189487215) 
(-0.04727146789004696,-0.5442344403456255) (0.008438704162913886,1.2124738259540662) (-0.1375003015859558,1.2156553882565826) (-142.3945831051308,-187.64250024324744) 
(0.06929053648987914,-0.5088477818232525) (-0.002699373055670132,1.0842416069825285) (-0.13704953557487984,1.3960389965440811) (-142.4053532011475,-187.53980741112264) 
(0.1325354263593007,-0.5571992278340029) (0.013626824974321976,0.964347172994682) (-0.13619129550812753,1.5569347830791527) (-142.41610012819197,-187.42372114044448) 
(0.0008024408576172609,-0.7359741906971354) (0.04485474910863009,0.8330601979384856) (-0.13159816342039332,1.6981028278799477) (-142.4266483005756,-187.2957611383615) 
(-0.21303000627368285,-1.0647857188275591) (0.045043819781373985,0.6596503646340468) (-0.12453754633056663,1.8153400413127918) (-142.43670692075705,-187.15761027968927) 
(-0.2186136184349768,-1.3667145371367306) (-0.0051501929213950415,0.408766140240367) (-0.12140430820385759,1.899253277379979) (-142.44631343114884,-187.01148061117107) 
(0.052641963135441026,-1.4713278392946458) (-0.056659813245146656,0.08674161403363209) (-0.12625885473613618,1.9381703653955782) (-142.45598618460878,-186.86045426891442) 
(0.34033325537696096,-1.4434286906306815) (-0.04425634289588502,-0.259931840787625) (-0.1341847911051657,1.9245680367944802) (-142.46622653447122,-186.70840847721624) 
