(0.25368553474507183,1.9628396130677572e-15)
(1.5830309974286032,-2.566802780421537)
(9.77347602415432,-2.132740300196322)
(43.5963174714083,10.371692972097255)
(-142.34671284109805,-187.89822443317536)
(0.3148390901466823,364.715244341367)
(143.82464703561544,-191.11973250245128)
(-44.14300413753383,11.235333245709223)
(-9.13881436038837,-2.3534663285066206)
(-1.4214783896634826,-1.8926997198760989)
(-0.1306575695297263,-0.10821951764691906)
(-0.2633227557507702,0.5049566840742603)
(-0.5534966820214609,-0.24802826410362608)
(-1.347538243644606,0.8133440501042957)
(2.2074596800788417,0.04009570799288224)
(-2.6400673526314855,-2.3973867344337187)
(0.928941955151333,3.3821780874288345)
(0.3499309208480692,-2.6001952888995543)
(-0.3256470370570932,1.4562905825866255)
(0.08350734866601087,-0.5271752443231918)
(-0.5761501459574513,0.5952454564137235)
(-0.4941591934637491,-0.627105166116239)
(1.7022963910944107,-0.5800729978069301)
(-1.8500650252208137,-0.2359667183053853)
(2.5036996489839862,2.372280772291493)
(-0.5741513430653111,-1.4666214352473885)
(-4.20602564237638,2.3506429240788327)
(2.4915875753903434,-4.457807865280223)
(-0.10303581054614874,0.4019780932281408)
(3.7194200359653493,-1.4408345769319095)
(2.2290595555956894,6.407321171943004)
(-8.041960634267102,5.630367057966025)
(-8.1942081655969,-11.22847893676505)
(12.107862422386598,-11.543281269965156)
(11.8693293106522,19.1283862103668)
(-16.211237266443145,0.3822059825763735)
(-0.9910109764912426,-4.705361439100629)
(4.879254457831756,-1.86566766134309)
(-4.6866401719479835,0.7970033826678119)
(6.735797709047939,-6.663330421183865)
(2.971871561847384,12.632769591431833)
(-12.538686385198767,-3.1210312344182225)
(9.548875203346553,-9.377554755845528)
(-2.798217439427691,14.04943472729225)
(-0.595851736191443,-10.932888321294744)
(-2.0896121326381003,3.7190035569406015)
(6.758608115692923,-1.8193390817909827)
(-3.697977022798187,4.605601843757039)
(-3.805450071360059,-2.8193753340169443)
(5.726084688551085,-2.5418704156639884)
(-2.409959888286486,5.543291713792611)
(-0.6014389053557981,-5.194682165194048)
(0.3217365336916639,3.063712159602389)
(2.6960693060318803,-1.5112288635005497)
(-4.479988835759566,1.1720140048134449)
(2.7702258955169414,0.30155652562839386)
(-0.5024276384602518,-3.5183709551089732)
(1.0726752269233026,5.571327240233688)
(-3.6420687938263256,-3.98336385386323)
(4.680420951080768,-0.33888291281355576)
(-2.166042309100251,4.1114813774765135)
(-2.5574083379806196,-4.8925786263263635)
(6.325895273478818,3.079396520623697)
(-6.854565901041832,-0.8760163737955975)
(4.312327283239832,0.08764234755552014)
(-0.8750653001852771,-0.8383364372093655)
(-1.1722577628628241,1.9496289539342115)
(0.9483491075829442,-2.391699609261731)
(0.9386192344536378,1.9468794893034906)
(-3.024515628586146,-0.613102424376849)
(3.8272628221916944,-1.6096232584308745)
(-2.7593520957711384,4.264694422853092)
(0.4515180216244712,-6.3636538211382)
(1.7204562451734264,6.877783498831445)
(-2.5478164593380543,-5.43455671696034)
(1.8581710959068793,2.6152395337136367)
(-0.36121458309810234,0.41108237136886616)
(-1.1539843025251635,-2.3097914611644508)
(2.009315932490682,2.329467290859682)
(-1.8265137115391459,-1.1081800676108675)
(0.7856393066328227,0.04520564418390388)
(0.7925730119501108,-0.20134021920419676)
(-2.415193431665302,1.9348841980271105)
(3.265883311792928,-4.447803194358399)
(-2.9760065160697833,6.205260665324499)
(1.6764489564609883,-6.333171103917902)
(0.39656059062772897,4.807761045244442)
(-2.3988835170574077,-2.1627374051069763)
(3.216225128235023,-0.47498647585928677)
(-2.4972240053000254,2.2480540530997972)
(0.5932914169315733,-3.0626734239242235)
(1.6526410984125377,2.959913290935799)
(-3.10164251147962,-2.0533144898046127)
(3.155149707353403,0.6407364080028568)
